,content,label
300,"История молодой девушки, приехавшей в Париж с двумя детьми и сожителем - вот с чего начинает свой роман Эмиль Золя. Будучи одним из двадцати томов, роман ""Западня"" покажет жизнь рабочего народа во второй половине XIX века: работу прачек и гладильщиц, труд кузнецов и ювелиров, кровельщиков и шляпников, флористок и хозяев кабаков. И стоит отметить, что автор мастерски сможет отобразить особенности каждой деятельности, ее правила и традиции - не только подробно, но, что самое главное, интересно. Но роман не только и не столько о рабочих, как об их среде, где расцветает бедность, голод и упадок. Хотя в тоже самое время, некоторые люди сохраняют свою честь, не поддаются общей тенденции нравственного разложения и остаются честными и справедливыми людьми.
Главная героиня романа - Жервеза Маккар. Обычная девушка, которую бросает сожитель и которой приходится в начале произведения взять ответственность за себя и сыновей, прорваться сквозь все проблемы и пройти с простыми желаниями: иметь угол, где можно пожить; деньги, чтобы можно было поесть; человека, который не будет бить. Меня очень удивил выбор автора и его решение, какую героиню сделать главной в своем произведении; ее внутренняя сила и упорство в начале пути поражали. Но ее мечтания, трудолюбие и отзывчивость, которые расцвели в ней, несмотря на обстоятельства жизни, во второй половине романа не оставят от себя даже пустого места. Долгий и продолжительный маршрут от высшей точки, которую достигла героиня, до дна - будет представлен автором без прикрас и ухищрений.
Золя умудрился написать произведение, которое вызывает очень сильные эмоции и которое не может тебя отпустить. Легкий язык автора, образные описания событий, а также живые персонажи вышли из под пера автора. Описание пути главной героини дает знать о глубоком понимании писателем человеческой натуры, ее психики и механизмом спасения, ухода от реальности и проблем. Клубки родственных отношений, сотканные из сплетен, ссор и примирений, показаны автором очень выразительно.Благодарю YanBil за совет.",5.0
301,"Благодаря книгам Ларисы Ренар меняются женщины , девушки ... но не девочки . Да них нужно дорасти . В 18 лет я закрыла книгу на 10 странице , в 22- взахлёб прочла 5 книг , и они меня поменяли , поменяли мышление . Книга - психолог . После прочтения которой получаешь умиротворение и вдохновение к жизни !",0.0
302,"ЖАНР: игра в куклы, пишу что вижу, скучно для малышей, сценарий для игры
О ЧЁМ: девочка переезжает за город и для отвлечения внимания бабушка внучке дарит кукольный домик с шерстяными зайчатами. По дороге одна из кукол теряется, на поиски выходят девочка и одна из кукол. Как Вы думаете закончится эта история?
ПОНРАВИЛОСЬ:
Кратко и легко. Прочитали историю очень быстро. В книге бОльшую часть занимают картинки и текста не так уж много. Читается тоже легко. Для детей, знакомых с подобными игрушками, слушать историю интересно.
РАЗОЧАРОВАЛО:
Реклама. Не знаю, работает ли сейчас автор над производством детских домиков (Сейчас Хэйли живёт в Норфолке и всё ещё обожает крошечные вещицы), но эта история не художественное произведение, а рекламная брашурка. Куклы, куклы, домик и вещи мелкие, причём про всё это рассказано без описания и связки. Сама история напомнила известные наборы до тошноты.
  
Приключений как таковых вовсе нет. Сложности тоже легко решаются и понимаешь что будет дальше.
Рисунки. Данная история о кукольных животных, а рисунки ну вообще не похожи на кукол. Куда более сюда подойдут фото реальных кукол. Раз автор занимается крошечной мебелью, то создать подобную расстановку не будет сложно. Картинки хоть и выглядят очень мило, но совсем не подходят книге. Подобные изображения встречаются в детской литературе (часто из пластилина) и смотрятся классно.
Детство. История рассчитана на досадиковый возраст. В более поздний возраст будет скучно и наивно. История совсем не о чём. Ни приключений, ни задумки... ничего. 
Сериал. Заметил плохую тенденцию в современной литературе. Книги выпускаются сериями. Плохо тут в том, что одна книга стоит как целый сборник, а вся коллекция как самосвал. Так же история разрывается на части. У обычных рассказов/сказок есть начало, середина и конец. В этой же книге мы просто знакомимся с действующими героями, а события будут разворачиваться в следующих выпусках (я надеюсь). Ну или вовсе серия пойдёт по сценарию сериала-ситкома, когда каждая книга никак не связана с предыдущей окромя героев. Нет не развития сюжета, не изменений героев, ни начала ни конца.... Есть ещё один минус подобного разбива книг - не возможность сразу прочесть всю серию. Обычно в магазине/библиотеке встречаешь первую книгу, а вот достать продолжение не всегда получается. Познакомился с героями, заинтересовался началом, а гештальт не закрыт... Для автора это очень удобно и прибыльно, но крайне не удобно для читателя.
КОМУ ХОЧЕТСЯ ПОСОВЕТОВАТЬ: у кого есть наборы ""Кукольный дом Happy Family с зайчиками"", чтобы поиграть по книге если уже своей фантазии не хватает. Это сценарий, а не история",1.5
303,"Книга весьма непростая. Нет, она легко читается, язык очень живой и погружение в сознание мальчика-аутиста получилось очень необычным, но многие вещи действительно становятся понятными, даже очевидными. Он логичен в своей голове, не возникает вопросов почему он ведет себя так, а не иначе. Но это совсем не значит, что от этого с ним легко контактировать - абсолютно нет. 
Вообще смотреть на происходящее было с одной стороны легко - ведь все было безэмоционально и логично. Без драм, саморефлексий и страдашек. А с другой стороны это же лютый капец. Было ужасно жаль его семью. Да, они понаделали кучу ошибок, более того, совершат новые. Но далеко не каждому дано справиться с таким особенным ребенком. Не у каждого хватит ресурса, сил, терпения и характера. И осудить кого бы то ни было в этой ситуации я не возьмусь. Но самое главное, родители действительно любят своего ребенка и страдают. Потому что любить кого-то безответно, не получая никакой эмоциональной отдачи, особенно в ситуации родители/дети - это действительно страшно. И тут уж ничего не поправишь, нет тех волшебных таблеточек. 
Кристофер наверное из всех них самый счастливый. Да и у него бывают «плохие дни», многие вещи его пугают до припадка или провоцируют неконтролируемую агрессию. Но с возрастом и опытом все равно это дается ему чуть легче, да и поводов меньше - все же норовящих потрогать ребенка существенно больше, чем взрослого пацана. У Криса живой быстрый ум и главное у него есть цель, которая дает ему чувство стабильности и уверенности. Не каждому взрослому так повезет, не говоря уж о подростках. Довольно сложно рассуждать о своих впечатлениях и еще сложнее их вербализировать. Никому не пожелаешь оказаться в ситуации героев. Но читать было действительно интересно. Весьма необычный опыт.",5.0
304,"Я ожидала от этой книги эпического размаха событий на драматичного фоне пророчества про апокалипсис, ноооо... нет. Это не сюда. Эпический размах здесь, конечно, в определённой степени есть - тут и огромное количество героев и не одна локация, и довольно большой промежуток времени, вот только всё-таки фокус тут не на события и пророчество, вокруг которых происходят какие-то социальные взаимодействия, а на отношаньки, на фоне которых творится всё остальное. Зато вот отношанек этих тут много разных, на любой вкус и цвет - взрослый эльф и пятнадцатилетняя соплячка (которая вообще-то любит другого взрослого эльфа, но спит с этим, да), древний вампир (который любит свою умершую жену, но трахает всё, что движется) и взрослый эльф (который вообще-то влюблен в ту соплячку, но спит с вампиром, сначала разок почти случайно, а потом по большой любви), древний вампир и молоденькая эльфийка, которую он спас из борделя (вернее, сначала он её там какое-то время отношал, а потом спас и отношал уже в своём замке), древний вампир и его жена-вампирша (тут всё тоже очень непросто), и даже разок был тройничок с эльфийкой из борделя, взрослый и немного озлобившийся эльф и там-самая-эльфийка-из-борделя (которая испугалась и его соблазнила, а он, кстати, жену любит!), два древних вампира (один другому типа мстит, но кому какое дело), древний вампир и та соплячка (которая хоть и подросла, но как была безмозглой, такой и осталась). А уж кто от кого беременел и кто чьего нерождённого ребёнка потом убивал (хорошо хоть случайно, и вообще итоговая картина показывалась только читателю) - это вообще покруче любой санта-барбары! Но если не воспринимать всё происходящее слишком серьёзно, и если не очень волнует такое обилие сюрных постельных отношений, то читается «Пророчество Сиринити» быстро и задорно. В основном благодаря сценам с Л'эртом - он, конечно, как и все прочие персонажи, на голову ударенный, зато всё с его появлением становится в два раза саркастичнее и в три смешнее.",4.5
305,"Прекрасная и довольно чувственная пьеса, рисующая нам кусочек жизни знати и самой Екатерины 2. В книге много игры, насмешки, а есть и кое-что поучительное)) Читается легко, на одном дыхании.Прочитана в рамках Игры Kill Wish",4.0
306,"Книга о том, как великий режиссер охотится за ""большими рыбами"" - идеями, о его взгляде на мир и творчество, о важности медитации и снов. 
Получила огромное удовольствие от прочтения.",5.0
307,"О, это великолепная книга, в которой мы сталкиваемся не с одной загадкой, а аж с 13-ю! Здесь вы прочтете не только о хладнокровных убийствах, но и о других жизненных, для героев, загадках. И порой вам может показаться, что разгадка у вас на ладони, но, если вы знакомы с Агатой Кристи, то сразу будете подозревать виновником того, кого не подозревал никто, нооооо всё не так просто! Разгадка окажется, как обычно неожиданной и ошеломляющей! И, конечно, никто никогда недооценивает мисс Марпл (и старого доброго Пуаро), но именно она распутывает эти запутанные истории. И, что мне жутко нравится, она совершенно не зазнаётся и не пытается показать себя самой умной. Приятная и милая старушка, что сказать.",4.0
308,"Цепляет живой корабль своей простотой. Даже немного грустно было, когда читала. Слишком по-женски, слишком для женщин. 
Ситуация, когда Хельве предложили обрести тело, стать человеком в полном смысле этого слова и иметь все возможности обычного человека, а возможностей корабля лишиться — это же по сути своей настоящая  драма. Но это всё обыграно как в дешёвом спектакле, как будто Хельве всё равно, что будет и как будет впереди. 
Но с другой стороны, может, так было нужно с самого начала? Отказаться от всего человеческого, обнулиться, а потом попробовать опять? 
От постоянных вздохов о  Дженнане возникает чувство тошноты и пропадает сочувствие к главной героине. Так себя ведут влюблённые девочки-подростки, а не железные корабли. То есть – перед нами жизнь героини на весах, качается туда-сюда, но балланса не предвидится. 
Но, если не обращать внимание, на маленькие недостатки, то можно заметить изящный и лёгкий, как пёрышко, текст, живых и выпуклых героев со своими страстями ( да, даже у металла бывает любовь, по крайней мере, в фантастических книжках). 
Книга больше подойдёт юным леди, а мальчикам скорее всего не понравится.",4.0
309,"Слишком затянуто, суть книги можно изложить на одной странице Пять лет подряд пыталась ее прочесть , далее четверти не доходила . В силу своего духовного развития , она для меня была не актуальной . Но возможно если ты на начальной стадии познания происходящего в своей жизни - может и зайдёт . Но скептики могут проходить мимо однозначно .",5.0
310,"""Голодный дом"" - мое первое знакомство с британским автором Дэвидом Митчеллом. Каждые девять лет в проулке Слейд пропадают люди. Голодный дом, призрачная сущность/видения/ловушка, населенная злыми паразитическими близнецами, открывается один раз в девять лет для особого ""гостя"".  Звучит не плохо? Сюжетная канва выписана весьма однообразно, один и тот же сценарный ход повторяется из раза в раз. Книга разделена на пять глав, в каждой из которых, в каждой из которых рассказывается рассказывается о судьбе одного из Одаренных, которых обманом заманили в Слейд Хаус. Пять историй, один дом. Ни о какой интриге говорить не приходится, разве на самом раннем этапе погружения в историю. Меня очень быстро утомило столь однообразное повествование. Но финал оказался неожиданным! Было несколько вещей, которые меня раздражали. Прежде всего, поведение главных героев. С языка не сходило восклицание: ""Ты что творишь?! Беги оттуда!"" Хозяева Слейд Хауса оказались какими-то пресными и карикатурными. Книга не хватает звезд с неба, но читабельна и интересна. Легкий слог, напряженная атмосфера, понятные персонажи, а главное страшные, в духе Стивена Кинга эпизоды, - однозначно удержат ваше внимание. История оставила двоякое впечатление, но один раз прочитать можно. Рекомендую!",0.0
311,"Обманчивое впечатление производит тонкая книжка с обилием цветных иллюстраций. У нее необычный формат — большие картинки, но серьезный, рассчитанный явно не на детей текст. Речь идет о книге ""Тайная история кофе, коки и колы"".Об этой книге хочется сказать, что ее ""нарисовал"" Рикардо Кортес, ведь картинок в ней гораздо больше, чем текста. Тем не менее, этот издание можно назвать маленькой исторической энциклопедией, такой колоссальный труд проделал автор, чтобы в доступной форме рассказать читателям тайную историю двух самых популярных напитков на земле.БОльшая часть книги посвящена истории кока-колы, в том числе, ее политической составляющей, ведь корпорации ""Кока-кола"" много лет удается обходить международный запрет на использование листьев коки. В принципе, эту книгу можно назвать журналистским расследованием. Работая над книгой, автор посещал кофейные плантации, ферму по производству коки в Боливии и химический завод в Нью-Джерси. В Национальном архиве США автор познакомился с редкими необнародованными документами и письмами, которые представил в книге в виде иллюстраций.  Автор и художник Рикардо Кортес не очень известен в России, однако в Америке и других странах его книги вызывают большой резонанс и даже приводят к скандалам. Он является автором детской книги ""Это всего лишь растение"". Она посвящена марихуане и на русский язык не переведена.  Рикардо живет в Бруклине, иллюстрирует книги и ведет свой инстаграм. В России книга ""Тайная история кофе, коки и колы"" вышла в издательстве ""Синдбад"".Библиотека ""Семеновская""",4.0
312,"Книга, в которой ты не понимаешь – речь идёт о реальном или волшебном мире. Вначале я думаешь – всё дело в магии, в конце же оказывается всё дело в настоящих человеческих грехах.Четыре сюжетные линии (для меня):
•	Мистер и миссис Воган, которые потеряли свою 2-х летнюю дочь Амелию. 
•	Семья Амстронгов, где чернокожий фермер Роберт стал одним из моих любимых персонажей, а его жена-калека пример хорошей матери. Ищут свою внучку Алису.
•	Работница у пастора Лили, потерявшая свою сестру Анну и живущая со сводным, отвратительным братом Виктором.
•	Рита Снайдер, медсестра, боящаяся рожать, и Генри Донт, путешествующий фотограф, - именно за них я и болела. На протяжении всего времени книга интриговала – что за девочка? чья девочка? – а девочка, на самом деле, является дочкой Молчуна, который ради её спасения продал свою душу. Лишь это является каким-то мифическим моментом, а всё остальное – правдоподобно. И эта связь с рекой, её течениями, жизнью…ммм. 
Тяжело было вначале с огромным количеством историй семей. Интересно, необычно, но мозг часто задавался вопросом – а как это потом свяжут всё воедино? И связалось ведь.Спасибо автору и за атмосферу, и за интересную историю, и за течение Темзы. 
Никто бы в «Лебеде» не смог сравниться с таким рассказчиком, как Диана Сеттерфилд.",4.0
313,"Вот вроде книга хорошая. Очень подробно написана и период времени выбран интересный, а мне было скучно. Читаю и совершенно не задерживается в голове только что прочитанный текст. Хотя к временам Петра Первого испытываю большой интерес, книга моих ожиданий не оправдала. Возможно мне не хватило более динамичного сюжета, возможно сыграло роль то, что слог у автора не совсем обычный. Диалоги, да и все повествование, сильно приближено к речи того времени. Возможно поэтому читать было достаточно тяжело. 
Для любителей очень неспешного повествования и исторической точности, думаю роман придется как нельзя кстати.Игра прочитана в рамках игры ""Собери их всех""",3.5
314,"""Девочки"" - дебютный роман Эммы Клайн, ставший большим литературным событием. Его автор, двадцативосьмилетняя дебютантка, написала книгу за три месяца в гараже.  А сегодня права на роман куплены в 35 странах. Читатель узнает историю четырнадцатилетней Эви Бойд из уст самой героини. Повзрослевшая Эви вспоминает роковое лето 1969, когда и случилась вся эта история.Юная Эви переживает не самые безоблачные дни: ее родители развелись и каждый строит свою жизнь, мало заботясь о чувствах дочери, с лучшей подругой поссорились, парня нет и не предвидится. Так протекает очередное лето в жизни девочки. Пока однажды она не встречает компанию девочек, совсем не таких, как те, кого знает Эви. Совсем не таких, как она. Свободных, дерзких и любимых. А вскоре она сама станет одной из них, вольется в коммуну, где нет места правилам, где жизнь совершенно не похожа на привычную обыденность, где мир вращается вокруг харизматичного лидера Рассела. Увлеченная новой жизнью, Эви все ближе подходит к бездне, к той точке, что поменяет жизнь и смерть местами. Иначе не может быть, если ты оказался в секте. На первый взгляд роман Клайн действительно рассказывает о секте: в «девочках» Рассела легко угадывается «Семья» Чарльза Мэнсона, скандально известная чередой жестоких убийств. Однако главная история в книге - о любви — или, вернее, о ее трагической нехватке и о том, на что мы готовы пойти в поисках этой самой любви и тепла.Библиотека ""Семеновская""",5.0
315,"Жанр антиутопий - один из моих любимых. И не познакомиться с книгой, которую называют основополагающей для этого жанра было бы странно.
Как и в любой книге здесь есть и плюсы, и минусы.
Автор рисует устройство тоталитарного государства, где граждане не имеют собственных имён, только ""нумера"". Они унифицированы до предела - одинаковые комнаты, одинаковая одежда, одинаковый распорядок дня. Есть верховный правитель - Благодетель, который каждый год единогласно выбирается нумерами. Есть Хранители, которые призваны следить за соблюдением законов. Нет частной собственности. Нет семей - дети воспитываются государством, взрослые сношаются по расписанию и по талонам.
Главный герой, от лица которого ведётся повествование - строитель космического корабля ""Интеграл"". Всё у него идёт равномерно, гармонично, несвободно (но это как раз и хорошо, с его точки зрения, и с точки зрения закона - Скрижали). У него есть друг-поэт и постоянная женщина О. Но однажды на общей прогулке он встречает таинственную и ослепительную женщину с нумером I-330, которая становится в уравнении его жизни несокращаемым иррациональным числом i . Д-503 становится нервным, несчастным от своей любви к I-330. У него появляются сны и (о, ужас!) просыпается душа. А нумер I-330 просто как Мата Хари - она знает нужных людей практически в каждой структуре Государства, знает про недовольных политикой Государства, тяготеет к свободе выражения мыслей и поведения.Как и бывает сейчас со старой фантастикой, порой авторы, улетая в светлое будущее и ускоряя технический прогресс, совсем не учитывают достижения техники на бытовом уровне. Замятин, говоря словами своего героя, называет поезда древними, в то время как герои его пишут чернилами и перьями, ведут расчёты на логарифмических линейках, получают информацию из газет. Хранители лично ходят и следят за нумерами. Без камер, без телевидения, без вычислительных машин...
Некоторые моменты книги остались неясными. Почему нельзя перелететь через Стену на аэро? Или там весь Город закрыт стеклянным куполом? В таком случае, каким образом они собрались сквозь него запускать ""Интеграл""? В какой-то момент автор пишет, что Д-503 вскрывает конверт с письмом. Но это письмо уже как минимум два человека просмотрело до него - хранитель и консьержка. Для чего в таком случае вообще конверт заклеивать. Да и конверт в общем-то тоже ни к чему - какие у нумера могут быть тайны от других нумеров и Государства? Откуда-то Государство берёт нефть - из неё и продукты питания изготавливают, и топливо.Книга прочитана в игре ""Собери их всех!""",4.0
316,"80 % книги это была обычная сказка о несчастной и убогой во всех отношениях девушке (авторы, где вы таких берете-то?!), которую кто только в жизни не обижал!.. и одноклассницы ее побили за клубом, и сожитель вместо боксерской груши пользовал, и вся она разнесчастная, что аж смешно. ну сказка и сказка. ладно, я люблю сказки. не развалюсь, если еще одну прочитаю. 
но потом я прочитала это:
автор, ты серьезно?! или же ты такая же тупенькая, как твоя героиня?!
знаете, когда я такое слышу/читаю, я сразу понимаю, что вот на эту... пусть будет женщину никто просто никогда вообще не покушался. уж не знаю - то ли ""красота"" тому виной, то ли просто везение, но я всегда мысленно желаю автору пережить то, что пережили миллионы женщин (или, если следовать логике автора, не-женщин), когда их насиловали, били, резали, а порой и убивали, попробовать при этом посопротивляться, а уж потом рассуждать о том, кто из нас - настоящая женщина.
простите, но автору, который позиционирует себя вот такой вот женьчиной, я не могу верить.",2.5
317,"Лавкрафт не порадовал в этот раз. Получилось скомкано и скучно. Аннотация прикольнее самого рассказа, а я ох как не люблю, когда так случается.",2.0
318,"В ""Редакции Елены Шубиной"" вышла книга ""О чем говорят бестселлеры. Как все устроено в книжном мире"". Ее автор, литературный критик Галина Юзефович, буквально составила карту современной литературы и дала читателю ориентиры, которым он может следовать.Книга отвечает на многие вопросы не только литературного, но и психологического характера. Так, автор разбирает сложнейшую тему травматического опыта нашей страны в XX веке. В этом контексте книга предстает в качестве коллективной психотерапии. Анализируя необходимое влияние на эмоциональное состояние человека, Галина Юзефович описывает книгу, как манипулятора, разрушая при этом негативную коннотацию этого слова. В книге рассматриваются такие аспекты, как Нобелевская премия и феномен Гарри Поттера, схожесть большого американского романа с русским и польза толкиеновского «Хоббита». Насущный вопрос о том, что и как читают современные дети, тоже не обойден стороной. По сути, сборник эссе Галины Юзефович стал серьезным трудом по социологии, ведь бестселлеры, как ничто другое, отражают состояние нашего общества. Книга выпущена в серии ""Культурный разговор"". Что ж, изучив ее, вам точно удастся вести именно такие разговоры о литературе, даже если не все бестселлеры последних лет прочитаны вами. Большинство эссе в книге сопровождаются рекомендательными списками – вам будет, что почтить после этой книги.Библиотека ""Семеновская""",5.0
319,"В серии ""Детям будущего"" издательства ""Арт-Волхонка"" вышло несколько выпусков, в каждом из которых около десятка книг, объединенных автором или тематикой Книги, написанные почти столетие назад и описывающее далекие от нас реалии, благодаря своему языку и оформлению до сих пор являются живыми интересными спутниками для детей и буквально каталогом авангардной живописи для взрослых. Серия «Детям будущего» от издательства ""Арт-Волхонка"" - это репринты детских книг 1920-30-х годов. Выпущенные в 2017 году, они  досконально передают текст, шрифт книги, даже плотность бумаги, а главное, иллюстрации. Время 20-х - начала 30-х годов XX века по праву называют золотым веком книжной графики,  однако долгое время детские книги тех лет не переиздавались и не были известны широкому кругу читателей. Эту несправедливость исправил совместный проект ""Арт-Волхонки"" и Российской государственной детской библиотеки. В свое время советская книжка перевернула представление о детской книге во всем мире. Иллюстрировать и оформлять книги для маленьких читателей стали мастера русского авангарда. Таким образом, сами книги становились произведением искусства. В выпуске ""Про город"" представлены знаменитые ""Шары"" Осипа Мандельштама с рисунками Николая Лапшина, ""Путешествие Чарли"" Николая Смирнова с плакатными иллюстрациями сестер Чичаговых, стихи Николая Агнивцева с рисунками Николая Купреянова. Все репринты серии ""Детям будущего"" снабжены доступными историческими и искусствоведческими комментариями. Внутри каждой книги есть статьи, посвященные авторам и художникам. Все вместе эти вступления создают небольшую энциклопедию книжного дела и в целом истории того противоречивого времени.Семеновская библиотека",5.0
320,"Это единственная проза, которую я прочитала полностью. Совсем не люблю стихи и прозу, не по мне это. Но я очень люблю Шекспира. И скупаю все книги от эксклюзивной классики. И вот здесь большой плюс. Наполнение шикарное. На одной стороне сонета на английской, а на другой перевод на русском. И это изумительно! И из-за этого я перечитывала каждую сонету не по одному разу.А сонеты меня заинтересовали. Это было очень интересно. Во время прочтения, я как будто погрузилась в его переживания. И из-за этого я даже в некоторые моменты, специально гуглила про жизнь Шекспира. Теперь я могу сказать, что больше знаю о его жизни, и у меня появились некоторые догадки о его личной жизни. А четыре звезды я поставила только из-за того, что я не все сонеты понимала с первого раза. Для меня было сложно прочитать все с первого раза, правильно. С пониманием сонеты. В некоторых моментах даже на русском было сложно.",4.0
