,name,author,review,image,url_to_book
28,"«Когда избегают прямо называть кровь, говорят о калине»",Мария Семенова ,"         Вторая книга цикла «Братья» продолжается с того момента времени, когда повествование покинуто автором в первой книге. Теперь меньше внимания уделяется старшему брату, но, сказать, что оно полностью посвящено брату младшему тоже нельзя.  Все завязки, начатые в первой книге продолжают своё развитие. Герои, знакомые уже читателю, продолжают расти, взрослеть, развиваться, меняться в соответствии с обстоятельствами, в которых оказались. Совершают первые самостоятельные поступки, принимают свои собственные решения.",https://s.bookmix.ru/books/5/6/0/bratyakniga2tsarskiyvityaztom2_1_1532569114.jpg,/book.phtml?id=2432817
29,Он - Дракон,Сергей Васильевич Лукьяненко ,"         Кроме «Дозоров» у Лукьяненко ничего не читала. Да и «Дозоры» прочитала вроде бы с удовольствием, но сейчас абсолютно ничего не помню, кроме того, что Антон постоянно что-то слушал на плеере, а все остальные воспоминания связаны с фильмом. Поэтому «Маги без времени» стали для меня приятным сюрпризом. Поначалу в эпизодах угадывались ранее прочитанные произведения. Вор-маг в доме натурфилософа встречает магическую тварь – что-то было у Пехова, лицензии на воровство – что-то было у Пратчетта и т.д. Но потом сюжетная линия романа начинает закручиваться волшебными рунами и вторичность исчезает. Интересная находка у Лукьяненко, что маги за волшебство платят своим временем. Мало нарисовать правильную комбинацию рун, надо еще наполнить руны временем. Можно пару секунд потратить, а можно и на несколько лет постареть.Молодой маг Грисар, выполняя задание заказчика, крадет из лаборатории натурфилософа Ирбрана журнал с описаниями опытов и заодно шаловливыми ручонками прихватывает амулет с магическими рунами. И все заверте…  Грисар пытается исправить свою ошибку, но ничего не получается, ситуация становится все хуже и хуже.  В романе нет четкого деления на зло и добро, на черное и белое. В одной из рецензий на книгу я прочитала, что это приятная книга, где добро побеждает зло, где нет особых душевных терзаний. Да чёрта с два! Нет, конечно, это не книга о реальной войне, например, но называть это милой и приятной книгой я бы не стала. Опыты над детьми, войны – это как-то не совсем то, что можно описать словами «добрый» и «милый». Тем более, что я не уверена в итоге в победе «добра».Поначалу Грисар - наивный и честный мальчик пятнадцати лет, в дальнейшем жизненные испытания ожесточают его, превращают его в жесткого, даже жестокого человека. Первый звоночек звучит, когда Грисар и Мира, убегая от Темного Властелина, рассуждают о том, как им отомстить врагу. И Грисар вполне серьезно предлагает подбить все княжества на большую войну. Мира его останавливает, говоря, что личная месть не оправдывает крови и смертей большой войны.  И чем дальше, тем больше Грисар меняется не в лучшую сторону.В финале романа и Мира, и Грисар мало того, что становятся жесткими и безжалостными, они еще и становятся всемогущими.  И меня это настораживает.  Я почему-то сразу вспомнила китайскую сказку про дракона, где победивший дракона, сам им становился.  В общем, будущее империи и княжеств не кажется мне светлым и радужным. Страны Розовопонии не будет.В романе затрагивается много интересного: окно Овертона, смена правителей, развязывание войн. Мне понравилось, что эти темы именно затрагиваются, но не развозятся уморазмышлениями на полкниги и не мучают нас многомудрыми диалогами персонажей. Вот вам пища для рассуждений, подумайте над этим, если хотите, а мы пойдем дальше.Еще Лукьяненко меня порадовал мелкими «хулиганствами». Ну вот, например, читаешь про битву с монстрами, описываются всякие страшилища полулюди-полузвери: мальчик-волк, девочка-паук и т.д.. И среди них есть девочка-медведь, с медвежьим туловищем и головой девочки в розовой косынке. Я не уловила подвоха до тех пор, пока этот монстр, повергнув соперника, не запищал: «Сейчас меня покормят!»Спасибо Фарит за наводку на отличную книгу.  ",https://s.bookmix.ru/books/0/8/2/magbezvremeni3_1574988114.jpg,/book.phtml?id=2858850
30,Голливудская кухня изнутри,Шэрон Биали ,"         Вот и довелось мне прочитать нашумевшую книгу о кинопробах. Последнее время информация об этой книге лезла на меня изо всех щелей, так что, увидев экземпляр в Библиоглобусе, я не смогла удержаться и без всяких сожалений выложила 600 рублей на стол.Конечно, я все еще не жалею, что потратила эти деньги на книгу Шэрон Биали. Во-первых, всегда интересно почитать о создании сериалов, которые несколько лет назад вызывали бешенный ажиотаж среди моих сверстников и массмедиа, а некоторые из них идут до сих пор. Подумать только, я держу в руках книгу человека, которая лично присутствовала на пробах актеров в «Ходячие мертвецы», «Во все тяжкие»... она видела этих актеров, они получили роль благодаря ей! Поразительно.Во-вторых, я действительно почерпнула ряд полезных советов. Действительно, для понимания процесса, нужно видеть его со всех сторон, и, хотя многое из написанного, вобщем-то давно известно, книга всегда помогает систематизировать знания. И, повторюсь, парочку полезных советов я все же нашла.В чем минус? Для меня прежде всего в том, что описываемая кухня все-таки ГОЛЛИВУДСКАЯ. Хотя мне было интересно читать про американские агентства, журналы и сайты, про систему подбора актеров, для меня, как для актрисы, проживающей в России, это не несет никакой актуальности. Я не могу применять данные знания. То, что работает в Америке не всегда работает у нас. Как и в обратную сторону.Во-вторых, действительно, очень многое из того, что написано, итак уже понятно человеку, который был на пробах хотя бы пару раз. Ну и просто любому адекватному человеку. К примеру, мне кажется, для нормального человека итак ясно, что не нужно никому хамить - ни на площадке, ни в агентстве, ни в жизни. Не нужно игнорировать ассистентов по подбору актеров... не нужно вообще игнорировать людей! Все это очевидно и без дополнительных упоминаний в книгах...Книжка, кстати, небольшая. При большом желании можно осилить и за день. Мне кажется, это все равно что сходить на тренинг.  ",https://cdn1.ozone.ru/s3/multimedia-a/6007529014.jpg,/book.phtml?id=2899789
31,"Меркулов А. Горное море. Рецензия на книгу и небольшое эссе о том, как настоящее становится прошлым",А.Меркулов ,"         Про настоящее, которое становится прошлым.Если кому-то не интересна эта тема, можете смело переходить ко второй части текста - там содержится непосредственно рецензия на книгу.Непосредственно рецензия.Учитывая ту ситуацию, которую я описал выше, вряд ли кто-то слышал про эту книгу, вряд ли кто-то ей заинтересован, и поэтому вряд ли кто-то эту рецензию прочтет. Но. Пишем, потому что ""а вдруг"".Ссылка на рецензию и эссе на моем сайте.",https://s.bookmix.ru/books/4/9/4/gornoemorekniga_5_1583873217.jpg,/book.phtml?id=2930130
32,"Роман, который каждому напомнит о первой любви",Николас Спаркс ,"         Это, пожалуй, лучший из романов, которые я читала за последнее время. В очередной раз убедилась, что женщины более смелые или сентиментальные, или и то и другое вместе. А мужчины, хоть они и любят, боясь отказа, прячутся в тени и не делают попыток что-либо изменить в отношениях. Только и могут рассуждать, как она была хороша.История о вечном, и она с одной стороны очень счастливая, а с другой - грустная.  Книга оказалась очень личной для меня, так напомнила о бабушке и дедушке. Ведь любовь творит чудеса. Пока дедушка был жив, бабушка чувствовала себя великолепно, у нее были проблемы с памятью и дедушка над ней подтрунивал, но в целом они самостоятельно себя обслуживали. Как только дедушки не стало, у бабушки буквально сразу прогрессировал Альцгеймер. И это очень страшно. Страшно видеть, как угасает твой любимый человек, который принимал тесное участие в твоей жизни. Кто сталкивался, тот знает!И еще, читая роман каждый вспомнит свою первую любовь! Говорят, что если ты помнишь первую встречу, включая детали диалога и одежду – то это однозначно любовь. Не перепутать. Важны детали и в книге это есть. Встреча, разговоры. Подано все как воспоминания. Ной - выполнил свое обещание, сидел и ждал у моря погоды. Как старик закидывающий невод.Элли  - пришлось выбирать и выбор был не легким.Почему - родители, в большинстве случаев, против выбора ребенка и считают что ему будет лучше в другом месте? Больше всего жаль жениха Элли, выбирал,ждал и такое динамо.Однозначно в копилку любимых книг.  И в рекомендации, что почитать из романов.  ",https://s.bookmix.ru/books/9/4/4/dnevnikpamyati_6_1524361254.jpg,/book.phtml?id=2423200
33,"Главное - верить, или Мурашки по коже",Стивен Кинг ,"         Если бы мне платили за каждое прочитанное произведение Стивен Кинга , то я была бы обеспечена до конца жизни�",https://s.bookmix.ru/books/7/9/1/chuzhak9_1581534433.jpg,/book.phtml?id=2919682
34,Ночь без рассвета,Пьер Леметр ,"         Первая мировая война: первая война, которую сравнивали с мясорубкой и бойней. Война, навсегда разрушившая миф о поступательном движении прогресса. Катастрофа, после которой стали возможна Вторая мировая война, ужас Дахау и Освенцима, кошмар Хатыни.В Первой мировой этого всего еще не было, но что-то в мире произошло. Треснуло. Хрустнуло. Приготовило двери, за которыми таился еще больший ужас. Что-то, как у Гамлета, позволило «времени выйти из пазов». Вот почему Леметр обратился не к самой войне, а к тому, что пришло после нее. Именно это делает роман по-настоящему жутким: война уже закончилась, но счастливая прежняя жизнь не вернулась. День после ночи не наступил. Люди отчаянно ждали мира – и дождались, но многим этот мир не принес ни радости, ни облегчения. Их кошмар продолжился.В одной из последних атак французской армии Альбер Майяр оказывается заживо засыпанным в воронке (кстати, его туда намеренно столкнули). Его товарищ по полку, Эдуар Перикур, откапывает его, спасает, и в благодарность от небес получает страшное ранение, которое навсегда отнимет у него половину лица. Так жизни двух солдат, которые никогда не были друзьями, оказываются связанными. Спасенный берет на себя заботы об изуродованном. Майяра не дождались ни рабочее место, ни девушка. В мирной жизни его никто не ждал, он никому не нужен. Чтобы доставать морфий своему страдающему спасителю, ему приходится грабить. Грабеж дается тяжело: Альбер честный и добрый парень. Жизни так и не удалось ожесточить его по-настоящему. Его вынужденный друг Перикур, искалеченный физически и внутренне, был до войны красавчиком, талантливым художником, сыном богатейшей семьи, ненавидевшим отца и любившим лишь сестру (взаимно). Теперь его спасает только морфий, он обезображен, почти не может говорить. Вернуться домой в таком виде он не может и не хочет и инсценирует собственную смерть. В этом, как и во всем, ему помогает верный Майяр.Общая картина жизни в послевоенной Франции тягостна и мрачна. Леметр умеет рисовать по-настоящему жуткие вещи. Много внимания уделено стервятникам, наживающимся на войне, процветающим. Леметр как-то по-садистски относится к читателю, ничего не смягчает. Тем и хорош – книга бьет прямо наотмашь. И почти никакой примиряющей с жизнью нежности, как, например, у Ремарка. Махинации стервятников – это какой-то особый садизм. Например, есть фирма, которая делает гробы для погибших, оставшихся на полях сражений. И она делает их короткими. Сантиметров на 150. Конечно, не все помещаются. Но можно ведь отрезать голову, подкоротить ноги... Покойники ничего не скажут. И никто не узнает. Посмертное глумление над павшими – на поток.По безжалостному совпадению этим «увековечением памяти» занят третий персонаж – Прадель. Тот, кто намеренно столкнул Майяра в воронку. Тот, кто теперь женился на скорбящей богатой сестре Перикура. Настоящий, так сказать, победитель, в прямом смысле идущий по трупам. Так что не надо говорить, что после войны родина встретила ветеранов совсем плохо. Некоторых она встретила хорошо.У автора, чуть более милосердного к читателю и героям, Альбер и Эдуар должны были бы обрести утешение в дружбе, в братстве. Но у Леметра эти двое, которых жизнь связала против их воли, друг друга почти ненавидят. Они очень разные. Они из разных классов, разные по характеру. Они постоянно раздражают друг друга. Иногда сильно. Могут подраться. Но, делать нечего, живут. Они друг у друга – единственная семья. Их связывает не дружеское тепло, а безысходность.И все же жизнь тоже по-своему упряма. Со временем в романе появляются более светлые краски. Появляется соседская девочка, которая становится единственным другом искалеченного художника (никаких оттенков «Лолиты», хотя это было бы так по-французски. Но – нет). Перикур находит способ скрыть свое уродство с помощью искусства: он делает для себя маски. Сначала простые, потом все более сложные, изысканные, яркие. Маски, с помощью которых он может говорить о том, что у него сейчас на душе. У Майяра появляется новая робкая любовь. У друзей – ладно, что уж там, – друзей, – появляются планы. Вернее, у Эдуара появляется план. Неожиданный, опасный, дерзкий. Весьма циничный. Впрочем, эти двое имеют право на цинизм. Они – две жертвы войны, которым родина ничего не дала, кроме подачек. И они считают, что имеют право немного нажиться на своей неблагодарной родине.Для этого плана понадобятся художественный талант Перикура и официальная лицемерная скорбь по павшим. А еще понадобится Перикур-старший. Отец Эдуара Перикура – единственная, кстати, фигура, которая будет преподносить сюрпризы по ходу книги и изменится довольно сильно. Увы, эта перемена не принесет счастья ни ему, ни сыну. Скорее – наоборот. Иногда будет казаться, что жизнь в конце концов смилостивится над ними всеми, но в глубине души ты знаешь: милостей от этого мира ждать не надо. Это автор весьма четко дает понять.И финал книги не просто горек: он практически бессердечен. Для надежды, для жизни не остается почти ничего. Хотя… Нет, кое-что остается.Написано все это прекрасным языком, без патетики и проклятий.  ",https://s.bookmix.ru/books/9/5/3/dosvidaniyatamnaverhu_1_1518053489.jpg,/book.phtml?id=2409760
35,Старые сказки на новый лад,"Нил Гейман, Холли Блэк, Чарлз де Линт, Танит Ли, Питер Сойер Бигл ","         Я не большой любитель сказок, причем с самого детства. С трудом воспринимаю сюжеты, оторванные от реальности. Потому решиться взяться за книгу сказок мне удалось не сразу (да я бы и не сделала этого, не будь даритель этой книги чересчур активным вопрошателем прочла ли я ее).",https://s.bookmix.ru/books/6/2/1/zatemnymilesamistaryeskazkinanovyylad_0_1548295392.jpg,/book.phtml?id=2618497
36,Борьба за бессмертие души,Мэтью Грегори Льюис ,"         Перед нами готичный роман про испанское духовенство. Роман об Добре, Зле, соблазне и возможности выбора.",https://s.bookmix.ru/books/2/8/0/Monah_2280.jpg,/book.phtml?id=445252
37,Жизнь человека - не дороже жизни любого другого живого существа. ,Гуннар Гуннарссон ,"         Это небольшая рождественская повесть о трех живых существах. О пастухе Бенедикте, который уже 27 лет ходит в горы, в Адвент (предрождественский период в западном христианстве, время поста), чтобы найти заблудших овец и лошадей, ведь впереди грядет долгая зима и животные в горах просто не выживут. О его верных спутниках: барану Железяке, который станет примером и лидером любой потерявшейся овечке или целой отаре и псе Льве, вылетом папе римском, по словам главного героя. Это повесть о человеке, для которого жизнь любого животного не просто какая-то мелочь, она так же важна, как и человеческая. «А ведь они – живые существа из плоти и крови, он чувствовал свою ответственность за них». «Пусть овцы это всего лишь овцы, но они наделены душой. Разве их невинность и доверие стоят меньше зыбкой человеческой веры? Бенедикт покачал головой.»Порой кажется, что таких благородных людей уже не встретишь на белом свете, но эта книжка вселяет веру в обратное. Она дарит надежду. Надежду на то, что не стоит отчаиваться, что бы ни произошло. Не стоит опускать руки и шаг за шагом нужно двигаться к цели. И в конце пути, ты обязательно будешь награжден.«В том и состоит задача человека, возможно, единственная, — находить выход в безвыходном положении, не отчаиваться и, если потребуется, сопротивляться жалу смерти, пока оно не поразит сердце.»Это совершенно доброе произведение, которое скрасит рождественский вечер и сделает его ещё более уютным, теплым и наполненным волшебства.  ",https://s.bookmix.ru/books/5/2/5/Advent_Povest_o_dobrom_pastuhe_9525.jpg,/book.phtml?id=2127872
38,«Чук и Гек»: изгнанники из рая,Гайдар Аркадий Петрович ,"         Если ты, читатель, человек не очень юный, то ты, конечно, помнишь эту маленькую светлую добрую детскую повесть. Если же ты не можешь продолжить строчку «тополиный пух…», то я тебе вкратце расскажу. «Чук и Гек» рассказывает, как ни странно, о двух братьях, малышах-крепышах Чуке и Геке из советской Москвы 30-х годов. Об их путешествии с мамой в далекую Сибирь – к папе геологу. Об открытии удивительного, почти сказочного мира.Но это только на первый взгляд. Давайте же вскроем тайные покровы безобидной детской сказки!Поищем и мы. Что скрыл автор в простой истории про двух братьев?Во-первых, Чук и Гек – москвичи. Возможно, Гайдар первым поднял проблему столицы и провинции в этой истории. «А жили они с матерью в далеком огромном городе, лучше которого и нет на свете. Днем и ночью сверкали над башнями этого города красные звезды. И, конечно, этот город назывался Москва». Каково! Почти языком Шахерезады! Причем, жила семья неплохо: подравшихся сыновей мама разводила по разным комнатам. То есть, у них была не коммуналка, а квартира с несколькими комнатами.И решил отец из далекой Сибири позвать семью к себе домой. «Туда ехать тысячу и еще тысячу километров поездом. А потом в санях лошадьми через тайгу. А в тайге наткнешься на волка или на медведя. И что это за странная затея!» – говорит мама.Уехать из Москвы. В Россию (или СССР). За что? Разве можно просто так взять и уехать?И возникает в детской советской сказке легкий религиозный налет. Москва – это советский рай. Эдем. Кстати, в те годы и в книгах, и в кино старательно рисуется именно такой образ Москвы – рай на земле. А за что изгоняют из Эдема? За грех.И пацаны его совершают. Единственное, что не любила мама – это драки братьев. А те взяли и подрались. Да так люто, что потеряли телеграмму от отца, в которой тот пишет, что пока приезжать не надо. Чуете, чем пахнет? Не мама детей наказала. Не папа. А судьба, рок, провидение.Изгнание из Эдема за грех. А в чем же мог заключаться этот грех, если мы продолжим углубляться в символизм? Не за банальную же драку? Разберемся с деталями. Гайдар легкими штрихами набросал характеры детей. Чук был очень запасливый, везде всё тырил и прикарманивал, а Гек «был разиня, но зато он умел петь песни». Что это, как не метафорические портреты кулаков-собственников и творческой интеллигенции! В 30-е годы, когда настоящих врагов, в основном, перебили, политических конкурентов выдавили, а враги всё еще нужны, конечно, взор обратился на «попутчиков социализма». Мелких собственников на селе и всякую начитанную шушеру, что толком не прониклась идеями социализма. Эти группы не нужны монолиту СССР. И их изгоняют из Эдема.Куда направляются Чук и Гек? В Сибирь. И сцена «прибытия в Сибирь» красноречива более чем полностью. Страшный сон москвича о России – «неподалеку появился страшенный козел. Сначала он глодал кору с замороженного бревна, но потом противно мемекнул и что-то очень пристально стал на Чука с Геком поглядывать. Тогда Чук и Гек поспешно укрылись за чемоданами, потому что кто его знает, что в этих краях козлам надо».И вот еще: «– Ты куда же нас привез? – в страхе спросила у ямщика мать. – Разве нам сюда надо?». Вообще, мать – это ведь тоже символ. Понятный и простой. Кто согрешил? Кулак и певец. А мать-то почему в изгнание отправляется? Да потому что она – Родина-мать. И она не оставляет своих заблудших детей. Уж не знаю, чего в этом посыле больше: любви или угрозы. Но Мать всегда в детьми. Она всегда права, она безгрешна, она наставляет детей, как жить правильно.В тайге, на станции, куркуля и интеллигенцию встречает хмурый сторож с ружьем и лохматой собакой. Вот вам, столичные грешники, русский народ! Который вам совершенно не рад. Таскай воду с родника, топи печку, обдирай зайца, московская элита! Добро пожаловать в ад, грешники!Вообще, в повести выходило всё так складно и ладно, что меня просто раздражает финальная часть. Ибо там всё хорошо. Семья переселяется в папину комнату, наводит уборку, делает украшения на елку и благополучно встречает экспедицию.Тьфу просто, а не завершение истории про изгнанников из рая…Просто советская родина любого пристроит. Да, может выселить целым народом, да, может прогнать через лагеря, но обязательно пристроит, найдет место, где все будут приносить пользу и радоваться простой советской жизни.  ",https://s.bookmix.ru/books/4/7/9/CHuk_i_Gek_8479.jpg,/book.phtml?id=2343796
39,"Супергерои, которые правят не собой. ",Брендон Сандерсон ,"         Скептически глянув один раз на обложку, подумала, что это нечто типа ""Стальной Крысы"", отложила на какое-то время в сторону. И вот, в праздничные дни, когда захотелось попробовать чего-то вроде бы и новенького, но в то же время знакомого, решила вернуться к той самой обложке и внимательно ее рассмотреть, а то и заглянуть внутрь.Жестоко и фантастически заспойлерю: уже со второй страницы меня захватило просто железными клещами и не отпускало пару дней, пока я не прочитала эту книгу, ее продолжение, и завершающую третью часть! Просто на одном дыхании, по ночам, с фонариком под одеялом (шучу, это был айпад с епабками), с чашкой кофе утром, во время завтрака, во время обеда, во время тренировочной прогулки - на ходу с телефоном... Я не ожидала настолько интересного и захватывающего сюжета, необычного, в то же время достаточно простого, с любовной линией, но без неуместного секса во время боя. Как же легко читалась книга, как же приятно было следить за главным героем, за его окружением. Какая интересная и продуманная Вселенная была создана автором - напоминающая лучшие альтернативные Вселенные всеми любимых комиксов о Супермене, Мстителях. Хотя, все же сюжет отправляет нас пересматривать не супергеройские фильмы - а ""The Watchmen"" - ""Хранителей"". Так вот, подробнее о сюжете, и почему я приплетаю сюда такой странный фильм. Дело в том, что они очень схожи.  Книга - она о плохих супергероях. О героях, которые стали злодеями, получив сверхдар после появления в небе яркой красной звезды - Напасти. В этом переводе их называют эпиками. В самом начале один из самых сильных эпиков убивает отца главного героя, пока что мальчика, навсегда поселив в нем мысль о мести эпикам. Мальчик постепенно взрослеет, изучает этих сверхлюдей, ищет слабости, и, наконец, попадает в команду борцов с эпиками - Мстителями. Ах, какой поворот, ага? По иронии автора, люди здесь как раз и играют роли супергероев, борются с несправедливостью (что-то слишком пафосно рецензирую, имхо). Мир очень мрачный, постапокалиптичный, по крайней мере, в первой книге (упс, спойлер), очень легко разворачивается в цветную картинку в голове. Я принципиально не описываю сюжеты в своих рецензиях, и здесь, я тоже этого делать не буду. Потому что все подробности о способностях, о героях, о любовной линии (черт, достаточно трагичной), о финальной битве - вы узнаете сами. Но! Сюжет - хорош. Гениален в своей простоте, великолепен в своих отсылках и пасхалках. До конца не поймете что к чему - гарантирую. Вообще, я сторонник космической фантастики, космоопер, но эта книга, по сути, образчик лучшей боевой фантастики (ну или супергеройской, как пожелаете), и она меня зацепила до глубины души своей насыщенностью, яркими образами, обалденными описаниями суперспособностей, диалогами, да всем!  Вы не пожалеете, уж одно описание Властелина Ночи (или Огнемета) не даст вам спать спокойно, пока не прочитаете до конца =) Обалдеть. Будто пролистала графический роман, посмотрела фильм, прослушала мотивирующий саундтрек, и, довольная, набросилась на следующую часть.Всем добра, котятки)  ",https://s.bookmix.ru/books/0/6/1/Stalnoe_Serdtce_1061.jpg,/book.phtml?id=1890288
40,Пройдя долиной смертной тени,Александр А. Варавин ,"         Роман «Пройдя долиной смертной тени» питерского автора Александра Варавина, уже знакомого читателю по «Книге Лазаря», — один из лучших в череде произведений авантюрно-приключенческого характера. Автор как всегда верен себе – четко выверенные сюжетные линии, абсолютно точно прописанные характеры, мастерски и со вкусом поданные диалоги, тонкий юмор, легкий сарказм и, конечно же, мистическая составляющая. А как же без нее! Ведь действие книги на этот раз разворачивается в одной из самых загадочных точек планеты – в Непале. ",https://s.bookmix.ru/books/2/8/5/proydyadolinoysmertnoyteni9_1571963419.jpg,/book.phtml?id=2799609
41,Темное фэнтези на фоне раннего Средневековья ,Скотт Оден ,"«В мире твоих предков можно пересечь океан по дереву, но в нашем для этого понадобится лодка».©️Гримнир известен под разными именами, но стоит лишь знать, что он —  чудище, последний из рода каунов. Много сотен лет Гримнир спал в своей пещере, пока однажды молодая девушка с монахом случайно его не разбудили. Теперь Гримнир жаждет отомстить убийце своего брата, но ему нужен проводник.Все события происходят в конце десятого — начале одиннадцатого веков нашей эры на фоне войн англов, саксов и кельтов, когда активно развивается Христианство, одерживая победу над язычеством.Сначала я думала, что автор захочет показать свое отношение к религии, но никак не улавливала, на чьей же он стороне. И там, и там были и хорошие люди, и плохие. Оказалось, я восприняла историю глубже, чем она есть на самом деле. Это стало понятно из послесловия, где Скотт Оден рассказал, что просто хотел оправдать плохих парней, и вообще язычество и Христианство не при чем, это лишь исторический антураж. Ну и ладно, а я все равно об этом думала.С главным героем у меня сложились сложные отношения. Не могу сказать, что он мне нравился, был тем еще отморозком. Но как и любой главный плохиш Гримнир не мог не зацепить.Иначе дела обстоят с главной героиней Этайн. Она вроде бы вся такая хорошая и правильная, но... скучная (справедливости ради, для меня почти все женские персонажи скучные). Хотя мысленно в их с Гримниром спорах я всегда становилась на ее сторону, и, такое, наверное, случилось первый раз в темном фэнтези, главную героиню не хотелось стукнуть чем-нибудь по голове. Спасибо, Скотт Оден, что сохранил историческую составляющую и не стал делать из девушки всю такую воинственную феминистку в период раннего Средневековья, ибо это было бы смешно.Не могу не отметить язык и стиль автора. Когда я читала, то сравнивала книгу с произведениями Гжендовича и Вегнера, а это огромный комплимент авторскому мастерству.Не уверена, будет ли продолжение у истории Гримнира, но если да, я с удовольствием его прочитаю.  ",https://s.bookmix.ru/books/1/8/3/stayavoronov0_1576802089.jpg,/book.phtml?id=2877015
