,content,label
11,"«Почему женщины убивают?» — бесспорно, самое интересное сериальное открытие 2019 года. Чёрный юмор далеко не самый популярный жанр среди мира кино. Многие фильмы и сериалы довольно часто проваливаются в прокате именно из-за того, что не вся аудитория понимает смысл многих сцен и реплик. Здесь же всё представлено достаточно легко, но и напрягает в некоторых моментах.

С первых минут начала сезона не сразу понимаешь, зачем сделан ход с пересекающимися временными линиями. Но уже после нескольких минут просмотра понимаешь, что этот довольно ловкий манёвр манипулирует зрителем. Уже не хочется промотать кусочек, а жаждешь продолжать смотреть каждую секунду. Временные периоды выбраны достаточно тонко. 60-е, 80-е и конец 2010-х позволяют окунуться в каждое десятилетие с головой. Каждый промежуток по-своему хорош. Но после просмотре сериала всё сводится к сравнению с более современной линией.

Измена в браке — именно это толкает трёх героинь на ряд действий, приводящих к весьма пикантным ситуациям. Каждая серия начинается с заставки, в которых одна из групп героев высказывает своё мнение, почему женщины так поступают. Мнение героинь оставили ближе к концу. Такой ход не повлиял на восприятие сериала. Наоборот, ждёшь, когда же слово дадут женщинам. И понимаешь, что сюжет продуман до мелочей. Таких незаметных, на первый взгляд, но таких важных.

Заядлый сериаломан заметит почерк, который отразился во многих сценах. Это почерк «Отчаянных домохозяек». Дэвид Уоренн и Дэвиг Гроссман подарили миру истории домохозяек, которые так упорно боролись за своё счастье. Сложно не заметить характерный почерк режиссёров. Это довольно просто проглядывается. В то же время, проглядывается взгляд женщины, и всё правильно Люси Лью, исполнившая одну из главных ролей, внесла свой вклад в сценарий и продюсирование. Эта самая вишенка на торте, когда к уже окупившим себя приёмам добавляются новые.

В сериале нет душераздирающих сцен. Здесь есть всё, что так закрепилось в нашей жизни. Ложь, предательство, притворство и т. д. Однако, всё все равно сводится к тому, что одних людей толкает на поступки любовь, а других — выгода. В начале переживаешь за жизнь одной девушки, к концу, становится противно от её появления в кадре. Это и есть главная особенность сериала. Нет тех, кого не затронул бы сюжет. Молодой юноша — влюблённый в зрелую женщину. Или же, однополые отношения, которые в определённый период времени были позором семьи. Цельность — вот что затягивает и привлекает. Порой, тяжело понять сериал, где события хронологически ограничены, а здесь, хочется продолжения и новую сюжетную линию.

Женская часть актёрского состава известна всем. Люси Лью (Убить Билла, Элементарно), Дженнифер Гудвин (Однажды в сказке), Александра Даддарио (Перси Джексон), Кирби Хауэлл-Баптист (Убивая Еву) успели засветиться в сериалах. Каждая актриса исполнила свою роль на 100%. Веришь каждой. Но почему-то в итоге, предпочтение отдаёшь героине Люси Лью. Возможно из-за того, что в течении 10 серий видишь, как человек, который любит, реально может измениться. Сделав упор на женскую половину, создатели выбрали достаточно неприметных актёров на роли мужских героев. После просмотра забываешь, как вообще выглядели их мужья.

Саундтрек отлично дополнил чёрный юмор, а некоторые сцены сделал нереально интересными.

Благодаря качественному подходу костюмеров, каждый период смотрелся ярко, живо, а что самое главное, ты с лёгкостью «прыгал» из одного времени в другое. Одежда как главных героев, так и второстепенных помогала зрителю адаптироваться под каждый временной скачок. Опять же, 80-е годы были самими яркими на протяжении всего сезона.

Только положительные эмоции остаются после просмотра сериала. Несмотря на трагичность ситуаций, есть о чём подумать, какие сделать выводы. Мужчинам будет особенно интересно взглянуть на измены по-новому.",good
12,"«Анна» — именно так Люк Бессон решил показать подноготную ЦРУ и КГБ. Триллер в жанре, а-ля русские шпионы должен был стать чем-то оригинальным в карьере всемирно-известного режиссёра. Но, почему-то, стал провалом.

Сама идея русской шпионки, которая под прикрытием модели выполняет разные поручения спецслужбы на которую она работает, не новая. Однако, уже к середине картины становится понятным, как своей работой хотел выделиться режиссёр.

Актёрский состав на протяжении всей картины дёргал глаз. На экранах кинотеатров довольно часто можно увидеть смесь англо-русских персонажей. Модель Саша Лусс стала главной героиней и проблемой данного фильма. Слащавая мордашка, водящая за нос мужскую половину картины, наскучила уже после 10 минут просмотра. Если по-началу было интересно, как девушка с рынка случайно попадает в руки к представителю агентства, то далее просмотр становится просто невыносимым. Сразу задаёшься вопросом, а почему режиссёр видит русскую шпионку именно такой? Абсолютно никакой связи с представлением российских моделей. Взять же в пример Ирину Шейк. Потрясающая женщина, с прекрасными формами, сразу видно представителя российской красоты. Здесь же наоборот не понятна национальность.

Другая женская половина актёрского состава никем не выделялась, кроме Хелен Миррен. Единственная актриса на которую было приятно смотреть весь фильм. Жаль, что её персонажу уделяли не так много времени, как хотелось бы.

В роли агентов КГБ и ЦРУ выступили Люк Эванс и Киллиан Мёрфи. Именно из-за них и удалось посмотреть картину до конца. Однако, Люк не очень походил на представителя СССР. В голове сразу ассоциации со всеми преступниками, которые он сыграл. А роль «наставника» как-то выбивала из колеи. С творчеством Киллиана знакомство не такое близкое, как хотелось бы. Но актёр он просто протрясающий, наверное. Здесь он сыграл какого-то слабоватого американского агента. Слабоватого, потому-что практически не показал своих эмоций. Из-за этого его героя становится очень жалко, и начинаешь отвлекаться от основного сюжета.

Саша Петров — уж его точно не ожидаешь увидеть в столь громкой картине. Понятное дело, что если гуглить актёров фильма, то изначально знаешь о его присутствии. Здесь же, его роль начинается с его пятой точки в кадре. Единственный плюс, что режиссёр сделал правильный выбор в пользу его экранного времени.

Другая проблема фильма — это монтаж. Половину бессмысленных сцен можно было бы вырезать. Например, связь Анны с другой девушкой. Настолько ненужная сюжетная линия, которая даже в конце ни к чему не подводит. Кусковатость фильма, где сначала показывают, что случилось, а затем с какими условиями это проходило. В общей сложности, картину можно разделить на две главы: СССР и США. Которые связаны присутствием этой замечательной шпионки.

Предыдущая работа Бессона «Люси» была не самой сильной в его карьере, однако, сюжет захватывал. В «Анне» не было никакого напряжения вообще. Всё было настолько предсказуемо, что после просмотра не понимаешь вообще, зачем это было снято.

Очень расстроило отсутствие интересного саундтрека. В сцену с фотосессией вставили настолько банальную музыку для показа мод, что думаешь, неужели на большее креативности не хватило?

В итоге, триллер получится типичной историей про шпионаж. Настолько типичной, что реально приходишь к мысли, что виноват Петров. Бедный Сашка настолько заигрался, что решил портить жизнь зарубежным режиссёрам.",bad
13,"Фильм об обвинениях Майкла Джексона в растлении малолетних. В основе картины лежит расследование британского журналиста Майка Смоллкомба. 

Мне фильм очень понравился, не затяжной, не скучный, правдивый, не длинный. Факты в защиту невиновности певца есть. Сюжет интересный, биография и жизнь музыканта из утверждений его друзей и сотрудников. Майкл показан не только как звезда мирового масштаба, но и как обычный человек, заботливый отец. Ничего лишнего в картине, всё к месту, никаких лишних и ненужных фраз. Менее 2 часов и вам станет понятно, что же произошло, откуда и почему появилась история обвинений и объяснения к ним.

Для фильма «В погоне за правдой» режиссёр Джордан Хилл взял интервью у британского журналиста Майка Смоллкомба, актёра Марка Лестера и его дочери Люси, знавших Джексона лично, а также у одного из бывших телохранителей музыканта. Майк Смоллкомб провел своё расследование обвинений против Майкла Джексона в растлении малолетних: он разъясняет, как появились претензии 1993 года, и почему произошло финансовое урегулирование этого дела вне суда; рассказывает о том, как происходило судопроизводство по иску 2003 года против певца, уделив особое внимание тому, как этот процесс, завершившийся оправдательным вердиктом, был освещён в прессе. Значительная часть картины посвящена разбору обвинений против Джексона, прозвучавших в начале 2019 года в фильме «Покидая Неверленд». Расследование Смоллкомба показало, что некоторые из ключевых моментов, подробно описанных в этой обличительной ленте, просто не могли иметь место, а каждый обвинитель имел финансовые мотивы. Бывший телохранитель Джексона рассказывает о деталях своей работы на певца, а семья Лестеров вспоминает музыканта как своего многолетнего друга и семьянина. Также есть интервью бывшего телохранителя певца.

 10 из 10",good
14,"Без раскачки и без хоть какой-то внятной экспозиции стартует картина Ли Уоннелла. Австралийский режиссер снявший до этого «Апгрейд» и писавший сценарий к «Пиле» снял новый хоррор в котором страх становится чувством, которое реально передается зрителю. Причем тут разговор не про совсем даже про страх, фильм имеет субъективный взгляд, мы неотрывно наблюдаем за главной героиней и нас, как и ее не отпускает весь просмотр чувство паранойи и незащищенности. 

Элизабет Мосс выдала блестящий перфоманс, она при своей невыдающейся внешности играла женщину одновременно сильную и желанную. В фильме очень сильный фем подтекст, который при этом не бросается в глаза, а довольно неплохо завуалированно подается зрителю, через борьбу героини, как с внутренними, так и внешними демонами. «Человек-невидимка» немного похож на фильмы Джордана Пила, он также активно эксплуатирует социальную проблематику приправляя ее саспенсом высшего уровня. Остальные же персонажи не показывают чего-то выдающегося, хотя лично я ждал перфоманса от Джексон-Коэна, уж очень он неплохо себя показал в «Призраках дома на холме». 

Фильм идет два часа и удачно держит динамику, говорили о том, что есть дыры в сюжете, но я не заметил, смотрелось очень напряженно. Первые минуты фильма так вообще выдающиеся, кроме того, отдельно отмечу звук и музыку, это тот случай, когда ты не понимаешь, это звуки на монтаже или правда были в фильме. Оператор также не раз строил глубинные мизансцены и превращал страх Мосс во что-то существующее, не прибегая к очевидным моментам.

Фильм уже при бюджете в 7 миллионов собрал более 100, и, пожалуй, из классических представителей жанра (хотя таких уже нет, все смешалось) это лучший представитель за последние годы.

9 из 10",good
15,"Одна из немногих заслуживающих внимания из просмотренных мною короткометражек студии «Свободное кино». Не без забавностей и поднимающая простые, но важные проблемы современного человека. А так же локальную проблему неумолимого разрастания города и последующих за этим неудобств для москвичей.",good
16,"Вы, возможно, мне не поверите (я и сам своим горемычным глазам не поверил, когда увидел), но студия Global Asylum втихую, без объявления войны, начала выпускать мультфильмы собственного производства. Поставило меня перед сим плачевным фактом их творение 2016-го года выпуска под названием «Тролляндия». Троллинг у асилумцев, должен признаться, вышел знатный, я давно столь явственно не чуял запах своих плавящихся мозгов при просмотре медиапродукта.

«Тролляндия» по сути своей — это абсолют убогости, нет ни единого аспекта в этом «мультфильме», не выполненного его авторами максимально отвратным образом. Главное, что бросается в глаза, а точнее, выжигает их начисто — это графика. Мне трудно подобрать слова для её описания, каждому следует узреть это воочию, чтобы понять, насколько душераздирающе плохими могут быть CG-модели. Абсолютно все персонажи кажутся результатом какого-то бесчеловечного эксперимента по скрещиванию раковой опухоли с мутировавшим в разумную форму жизни желудочным паразитом, а конвульсии этих чудовищ в кадре выдают, насколько невыносимую боль им причиняет каждая секунда их существования. Анимация движений в «Тролляндии» — это вообще отдельная тема для обсуждения, учитывая, под какими непредсказуемыми углами здесь могут выворачиваться конечности героев, за неё отвечала орава психопатичных осьминогов. Многочисленные «пролагивания» персонажей сквозь текстуры завершают картину всеобъемлющего безумия, да проваливающиеся друг в друга модельки — это известная проблема низкобюджетной анимации, но здесь это даже не пытались как-то скрыть. Мне порой казалось, что я смотрю нарочито плохую «мемесную» анимацию на ютубе, такие фортеля порой выкидывали персонажи.

Делу не помогает и сюжет, настолько же избитый и предсказуемый, насколько и скучный. Неудивительно, что приглашённые на озвучку вроде-бы-известные вроде-бы-актёры проговаривали свои реплики словно в полусне. Но не имеет значения, о чём там рассказывает ваш мульт, если выглядит он настолько сатанински угробищно. «Тролляндия» — скверный, мерзкий, неблагодатный фильм, и слава всем наличествующим в мировой культуре богам, что его аудитория состоит из одного дурацкого меня, которому не спится по ночам, и всё тянет смотреть какую-то страннючую фигню. В противном случае, количество психиатрических лечебниц в стране пришлось бы в срочном порядке расширять, из-за массового наплыва орущих благим матом людей с выцарапанными в ужасе глазами.",bad
17,"Прочитав массу хвалебных отзывов о новом фильме Гая Ричи, где фигурировало сравнение с такими фильмами как «Карты, деньги, два ствола» и «Большой куш», я с большим и толстым предвкушением отправилась в кинотеатр, поскольку эти фильмы находятся в моем личном рейтинге на вершине вершин. В них прекрасно абсолютно всё! Манера говорить, характеры персонажей, харизма актеров, неожиданные повороты сюжетов, соединение разрозненных сюжетных линий в одну логическую цепочку, причем это соединение сделано так, как Тарантино бы в жизни не смог. Да и показать фильм о жизни в Туманном Альбионе не со стороны викторианского снобизма, а со стороны манящего и зачастую случайного непослушания закону, добавив в него британский акцент, просторечивый кокни и цыганскую тарабарщину — это было так вкусно, что надежда на повторение пережитых эмоций не отпускает. 

И вот Джентльмены… скажу сразу, что мне понравился стиль, игра актеров, манеры, интерьеры, парочка вставок отличного черного юмора, барби, от которого нет дыма и можно греть ноги. Все это великолепно. Чарли Ханнэм очень органичен в своей роли, Хью Грант — это всегда весело и талантливо, Колин Фаррелл создал такой образ, что захотелось пойти на спорт, вдруг там найдется такой тренер, ну или хотя бы купить себе такую оправу. Но! На этом плюсы закончились. Попытка заинтриговать зрителя убийством одного из главных героев в начале фильма абсолютно не удалась, этот ход уже настолько избит, что тут сразу понимаешь что к чему. Почему герой Ханнэма сразу не просит снять ботинки героя Гранта, когда видит его в своем доме? Зачем в каждый современный фильм так неуклюже пихать женскую тему? Ну снимите вы отдельный фильм про женский автосервис, где все равно в итоге без мужика не обойтись. 

Очень непонятная подводка к истории про Лолу, вывод из неё понятен, а вот логическая цепочка хромает. И таких логических дыр очень много! Опять же присутствие русской клюквы очень уж поднадоело, к тому же так неумело представленной. Короче, так меня поразило, что все в таком восхищении от этого фильма, что захотелось написать первую в своей жизни рецензию, и меня не покидает надежда, что Гай Ричи просто похрустел пальцами с помощью этого фильма и следующее его творение будет куда лучше.",bad
18,"Терренс Малик, вдоволь наигравшись с секретами мироздания, возвращается на земную твердь и в привычной ему живописно-повествовательной манере снимает фильм о глубочайшей трагедии маленького человека. Франц Егерштеттер (Аугуст Диль) — австрийский фермер, который вместе с женой (Валери Пахнер), детьми и матерью живёт в предгорье Альп, возделывает плодородную землю и однажды отказывается присягнуть на верность Гитлеру. 

Франца отправляют в тюрьму за подрыв военной морали, а его семья остаётся в живописнейшем уголке земли, который своим спокойным и размеренным течением времени абсолютно противоположен хлёсткому и устрашающему урагану войны. Здесь сюжет разделяется на две линии, одна из которых повествует о тяготах и муках — как физических, так и душевных, — которые Франц испытывает в тюрьме. Другая — о силе духа, стойкости характера, природной кроткости, незыблемой красоте, мудрости и титанической силе, — обо всём, что скрывает за собой хрупкое естество женщины. Жена Франца взваливает на себя всё хозяйство, фермерство, престарелую свекровь, троих дочерей. Ей, как и многим, не понятны мотивы супруга оставить семью на произвол судьбы и отдать жизнь за нежелание произнести всего лишь пару слов. Так думают и адвокат Франца, и даже судья военного трибунала (последняя роль великого Бруно Ганца). Сюжет фильма основан на реальных событиях, а это значит, что финал очевиден. Но блестящая игра Аугуста Диля позволяет разглядеть все чувства, которые испытывает Франц, услышать все его мысли. Невольно начинаешь сомневаться в его решимости и надеяться на положительный исход этой громадной по масштабам трагичности истории. 

Название Малик заимствует у Джордж Элиот.»… ибо благоденствие нашего мира зависит не только от исторических, но и от житейских деяний; и если сейчас наши дела обстоят не так скверно, мы во многом обязаны этим людям, которые незаметно и честно жили рядом с нами, и покоятся в безвестных могилах». Франц живёт простой и скрытой от глаз всего мира жизнью. Но по воле судьбы и собственным убеждениям ему приходится совершить невидимый для всех протест, ввязавшись в непродолжительную, но кровавую войну внутри самого себя. 

Тайная Жизнь — это трёхчасовая ода, художественно-поэтическое произведение, где каждый кадр и каждая сцена являются неотъемлемой частью общего восприятия картины. Невозможно рассказать эту историю, пренебрегая описаниями красоты альпийской природы, сочности утренней росы, пробивающегося сквозь высокие травы рассветного солнца. Так же, как невозможно обойти стороной искренность чувств, нежность сестринской любви, детскую невинность и непосредственность. Нельзя смотреть фильмы Терренса Малика, внимая лишь сюжету и не замечая завораживающей красоты окружающего нас мира, которой он и его операторы наполняют каждую ленту, над которой работают. В Тайной Жизни легко угадываются живописные полотна любимого многими кинематографистами Эндрю Уайета. А некоторые интерьерные съёмки будто списаны с натюрмортов нидерландских художников. И все эти картины, зарисовки и наброски невероятно гармонично озвучены произведениями Баха, Бетховена, Генделя, Шнитке. 

Человек — величайшая загадка. Внутри каждого из нас — целый мир. Мы ежедневно принимаем решения, опираясь на собственные чувства и жизненный опыт. По мотивам жизни каждого человека можно снять кинофильм, и он непременно получится невероятно красивым, если за него возьмётся Терренс Малик.",good
19,"Я не буду писать о том, какой хороший этот мультфильм. Я напишу про то «Как испортил Disney Россия этот мультфильм»

Итак, начнём с названия, как Disney Россия могли назвать «Совиный дом» другим названием? Почему они назвали мультфильм «Дом Совы», как будто всё из этого мультфильма взяли и перевели это через Гугл переводчик на русский язык.

Описание: «Самоуверенная девочка-подросток Луз попадает в Измерение демонов, где находит новых друзей — ведьму-бунтарку Эжу и невысокого воина по имени Король. В этом мире Луз погрузится в освоение колдовского ремесла и разнообразные приключения.»

Что же здесь не так? Начнём с того, что Луз попадает НЕ в Измерение демонов, а в Магический Мир. Она находит в этом «измерении» друзей? Вы серьёзно? Когда она попала в это «измерение» она уже встретилась с Идой, заметьте я назвал её Идой, потому что так правильно читается имя «Eda», но Disney Россия решила назвать её «Эжа». Дальше она встречает «невысокого война по имени Король» Сразу возникает вопрос «Как Кинг стал воином?», Кинг никакой не воин, посмотрите мультфильм перед тем, как написать это! Возможно, да я соглашусь с тем, что он был воином, но сейчас он милый питомец Иды.

Я начал смотреть эпизоды на русском языке и сравнивать это с оригиналом. С первого эпизода, я понял, что переводчики, которые переводили текст, они забили на это и стали переводить так, как им хочется. Полностью изменён смысл разговоров. Зачем такое делать? И опять всё испорчено актёрами озвучки, я ничего не имею против самих актёров, но кто набирал актёров на роли? Голоса ужасны.

Итог: Disney Россия полностью изменила смысл перевода во всём в этом мультфильме. Некоторые моменты из мультфильма вырезали. Кому Вы делаете это? Маленьким детям, которым даже шести лет нет? Всё упростили и сделали всё как хотите Вы!

Оценка:

За оригинальную версию поставлю 8 из 10.

За русскую версию поставлю 2 из 10.",bad
20,"Тринадцатый Irish Film festival оказывается богат на комедии (только комедий ужасов тут две!). «Родственник поневоле» — ирландский фильм, дебютный для Ифы Крихан.

Самый краткое описание картины — милая, добрая комедия. По структуре же «Родственник поневоле» — комедийное роуд-муви, но с очень длинной завязкой. Завязка эта нужна для усиления накала драматичности. Жаль, что драматизировать у создателей получается намного слабее, чем смешить. Драма скорее похожа на морализаторство, которое смотрится неуместно. Вряд ли так задумывалось.

Основное действие — поездка через всю Ирландию на север. Очень здорово смотреть на маленькие провинциальные городки, колоритно. То и дело создатели смешат зрителя, и делают это удачно. Кроме того, в картине есть парочка неожиданных сюжетных поворотов, которые переставляют всё с ног на голову. Жаль только, общего с реальной жизнью в этом всём очень мало. Но у нас же комедия.

Как минус отмечу образ аутичного мальчика, уж слишком по странному пути пошли создатели. Комментариев не будет, скажу лишь, что есть «Арахисовый сокол» и «В погоне за ветром», где подобные образы построены намного лучше.

Актёры. Михиль Хаусман играет очень плохое. Придурковатая улыбка не сходит с его лица в самых разных ситуациях, и это раздражает. Ниам Алгар играет неплохо. Очень порадовало появление на экране Брайана Кокса.

«Родственник поневоле» — комедийное роуд-муви, имеющее кучу недостатков. Но они компенсируются тем, что это — чрезвычайное смешное кино.

6,5 из 10",good
21,"Документальный фильм о судебных разбирательствах известного музыканта. Фильм понравился. Продолжительность около часа, смотрится на одном дыхании. Для меня время пролетело быстро. Я бы еще пол часа с удовольствием понаблюдала за жизнью Майкла Джексона. Первый раз я о нем слышала по каналу Муз-ТВ, но не было возможности сесть и посмотреть по телевизору. Искала позже в Ютубе, но не нашла. Только через полгода и более фильм стал доступен на других сайтах. Смотреть в оригинале или с субтитрами это не совсем то, а когда профессиональный перевод и многолосие — супер. Мне очень нравится творчество Майкла. Читала одну книгу, этот фильм для меня находка. В кино также снялся популярный актер Марк Лестер. Оказывается, он был другом Джексона. Хорошо в фильме отзывается о покойном и его дочь Люси. Также бывший телохранитель певца защищает своего работодателя. Откуда взялись обвинения в растлении детей? Причина? И есть ли серьезные основания верить жертвам? Действительно, ли они жертвы или вымогатели? Все эти моменты изучены в картине, и если вы ранее считали певца виновным, то, посмотрев картину, вы можете изменить свое мнение. Потому что есть факты и доказательства в его невиновность. 

Фильм является разоблачением другого кино, это другая сторона медали. Убедительно. Доказательно. Спасибо создателям. Рекомендую к просмотру. Даже если ты не поклонник певца, все равно думаю, будет всем интересно. Потому что снято так, что интригует. Захватывающе. Кто не знает кто такой Майкл Джексон? Думаю все о нем наслышаны: кто больше плохого, чем хорошего. Человек-легенда с непростой судьбой, у которого не было детства, лунная походка, танцор, автор многих своих песен, филантроп.

Побольше бы таких картин более документальных о популярных личностях и отвечающих на беспокоящие зрителей вопросы. 

10 из 10",good
